状态,源文件,类型,源文件字节,当前构建归属字节,构建分包,判定说明
动态保留,assets/resources/zuotype/搓背2.png,image,317426,317699,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/牌背1.png,image,312588,312859,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/牌背0.png,image,312588,312859,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/搓背1.png,image,312588,312859,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/搓背0.png,image,312588,312859,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/牌背3.png,image,312319,312592,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/搓背3.png,image,312319,312592,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_11d.png,image,302996,303264,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_12d.png,image,296187,296455,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/2.jpg,image,292558,292824,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_12d.png,image,291940,292208,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_11d.png,image,275342,275610,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/道具声音/Nice.wav,audio,262700,262818,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/Audio/eff/切牌.wav,audio,253304,253424,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/UI/panelGameView.prefab,prefab,2449239,200810,resources,UUID 引用自 assets/Scenes/drh8.fire；动态 prefab 名 panelGameView，来自 assets/scripts/PlayGameManager.ts；动态 prefab 名 panelGameView，来自 assets/scripts/UI/panelTalk.ts；审计入口
动态保留,assets/resources/Audio/eff/送金币.wav,audio,194356,194479,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/4_1d.png,image,190830,191097,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/道具声音/钓鱼.wav,audio,168236,168356,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/Audio/道具声音/大拇指.wav,audio,161324,161447,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/Audio/道具声音/亲嘴.wav,audio,154412,154532,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/avatars/头像10.png,image,149944,150215,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/Audio/eff/提醒.wav,audio,150044,150163,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/avatars/头像12.png,image,146447,146718,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像20.png,image,145917,146188,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像18.png,image,143583,143854,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像07.png,image,143447,143718,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像19.png,image,143381,143652,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像16.png,image,143225,143496,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像15.png,image,142885,143156,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像08.png,image,142456,142727,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像13.png,image,142314,142585,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像14.png,image,142064,142335,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像06.png,image,141843,142114,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像11.png,image,141057,141328,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像03.png,image,138928,139199,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像17.png,image,138363,138634,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像09.png,image,138124,138395,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像05.png,image,137449,137720,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像04.png,image,136615,136886,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/avatars/头像02.png,image,136571,136842,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/Audio/道具声音/炸弹.wav,audio,135980,136100,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/avatars/头像01.png,image,129217,129488,resources,头像编号动态加载，来自 assets/scripts/logic/ImageManager.ts
动态保留,assets/resources/Audio/eff/敲.wav,audio,125580,125697,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/UI/panelManager.prefab,prefab,1569882,118940,resources,动态 prefab 名 panelManager，来自 assets/scripts/UI/panelMain.ts
动态保留,assets/resources/pk2/bigbig2.png,image,114903,115176,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/倒计时结束.wav,audio,111964,112093,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/UI/panelMain.prefab,prefab,1237792,102370,resources,动态 prefab 名 panelMain，来自 assets/scripts/StartGameManager.ts；动态 prefab 名 panelMain，来自 assets/scripts/UI/panelLogin.ts；动态 prefab 名 panelMain，来自 assets/scripts/logic/DrhLogicMgr.ts；审计入口
动态保留,assets/resources/pk2/bigbig1.png,image,101710,101983,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/坐下.wav,audio,101420,101540,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/2_10d.png,image,100577,100845,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/烟花.mp3,audio,96695,96815,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/2_8d.png,image,84888,85155,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_8d.png,image,81780,82047,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_10d.png,image,80753,81021,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_7d.png,image,75502,75769,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/道具声音/屎.wav,audio,74924,75041,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/pk2/2_7d.png,image,74077,74344,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_10d.png,image,73125,73393,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_6d.png,image,72449,72716,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/bigbi2.png,image,71747,72019,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/bigbi1.png,image,71647,71919,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_10d.png,image,71188,71456,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/UI/panelHongli.prefab,prefab,832070,70327,resources,动态 prefab 名 panelHongli，来自 assets/scripts/UI/panelMain.ts
动态保留,assets/resources/Prefabs/钱包.prefab,prefab,827668,70252,resources,动态 prefab 名 钱包，来自 assets/scripts/UI/panelGameView.ts；动态 prefab 名 钱包，来自 assets/scripts/UI/panelMain.ts；动态 prefab 名 钱包，来自 assets/scripts/UI/panelUserInfo.ts
动态保留,assets/resources/pk2/3_8d.png,image,69651,69918,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_9d.png,image,69574,69841,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_10.png,image,67060,67330,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_9d.png,image,66710,66977,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_8d.png,image,66626,66893,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_6d.png,image,59072,59339,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_7d.png,image,56870,57137,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_6d.png,image,53434,53701,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_7d.png,image,53414,53681,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/4_1a.png,image,52782,53052,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_6d.png,image,50730,50997,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_9d.png,image,48454,48721,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_5d.png,image,48341,48608,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_12a.png,image,47762,48033,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_4d.png,image,46353,46620,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/扯牌.wav,audio,46124,46240,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/2_12a.png,image,45886,46159,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_4d.png,image,45112,45379,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_11a.png,image,45107,45378,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_11a.png,image,45095,45368,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/other/Default_Man_Head.png,image,44970,45249,resources,动态字面量 other/Default_Man_Head，来自 assets/scripts/logic/ImageManager.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/默认头像.png,image,44970,45245,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/Prefabs/回顾对象.prefab；UUID 引用自 assets/resources/Prefabs/回顾对象2.prefab；UUID 引用自 assets/resources/Prefabs/战绩玩家对象.prefab；UUID 引用自 assets/resources/Prefabs/观战对象.prefab；UUID 引用自 assets/resources/UI/panelGameView.prefab；UUID 引用自 assets/resources/UI/panelGivePad.prefab；UUID 引用自 assets/resources/UI/panelMain.prefab；UUID 引用自 assets/resources/UI/panelRecordInfo.prefab；UUID 引用自 assets/resources/UI/panelUserInfo.prefab；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/head.png,image,44970,45237,resources,牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/Audio/道具声音/抓鸡.wav,audio,44972,45092,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/pk2/0_9d.png,image,44818,45085,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_5d.png,image,43851,44118,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/道具声音/干杯.wav,audio,43820,43940,resources,道具名称动态音效，来自 assets/scripts/logic/DaojuManager.ts
动态保留,assets/resources/pk2/2_3d.png,image,42085,42352,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_4d.png,image,40892,41159,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_4d.png,image,39139,39406,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/入池.mp3,audio,39008,39128,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/2_2d.png,image,37879,38146,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_2d.png,image,34496,34763,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_5d.png,image,32677,32944,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_3a.png,image,31246,31516,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_2a.png,image,30980,31250,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_1a.png,image,30854,31124,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_5d.png,image,30657,30924,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_8a.png,image,30519,30786,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/时间到.wav,audio,30438,30561,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/0_11a.png,image,30187,30458,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_12a.png,image,30096,30367,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_6a.png,image,29895,30167,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_12a.png,image,29890,30161,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_10a.png,image,29853,30121,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_9a.png,image,29535,29805,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_3a.png,image,29506,29776,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_2a.png,image,29336,29608,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_3a.png,image,29334,29604,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_2a.png,image,29157,29427,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_9a.png,image,29140,29410,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_5a.png,image,29116,29386,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_10a.png,image,29093,29361,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_1a.png,image,29005,29275,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_5a.png,image,28930,29200,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_1a.png,image,28865,29135,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_3d.png,image,28861,29128,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_7a.png,image,28739,29007,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_1a.png,image,28657,28927,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_6a.png,image,28474,28744,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_8a.png,image,28091,28363,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_13a.png,image,28054,28325,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_13a.png,image,28040,28311,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_4a.png,image,28035,28305,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_3d.png,image,27937,28204,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_4a.png,image,27786,28053,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_2a.png,image,27768,28038,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_8a.png,image,27744,28011,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_7a.png,image,27712,27980,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_3a.png,image,27520,27788,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_13a.png,image,27448,27719,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_11a.png,image,27340,27611,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_4a.png,image,27271,27538,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_8a.png,image,27237,27504,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
