状态,源文件,类型,源文件字节,当前构建归属字节,构建分包,判定说明
动态保留,assets/resources/pk2/3_13a.png,image,27225,27496,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_5a.png,image,27223,27490,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_7a.png,image,27022,27289,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_6a.png,image,26816,27083,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_6a.png,image,26553,26820,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_7a.png,image,25797,26069,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Prefabs/排行榜.prefab,prefab,299176,25847,resources,动态 prefab 名 排行榜，来自 assets/scripts/UI/panelMain.ts
动态保留,assets/resources/pk2/3_5a.png,image,25386,25653,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_9a.png,image,25320,25587,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_10a.png,image,24879,25147,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_3d.png,image,24794,25061,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_9a.png,image,24791,25058,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_10a.png,image,24464,24732,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_4a.png,image,24094,24361,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_2d.png,image,23959,24226,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/other/请求中.png,image,23444,23714,resources,牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/pk2/3_1d.png,image,23332,23599,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_2d.png,image,23306,23573,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_3b.png,image,23040,23308,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_2b.png,image,22925,23193,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_1b.png,image,22877,23145,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/other/失败.png,image,22720,22987,resources,牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/pk2/3_3b.png,image,22209,22477,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/4_2d.png,image,22096,22366,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/4_2a.png,image,22096,22366,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_2b.png,image,22083,22351,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_1d.png,image,22026,22293,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_1b.png,image,21986,22254,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/整理.mp3,audio,22106,22226,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/Audio/eff/下注.mp3,audio,22106,22226,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/0_3b.png,image,21936,22204,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_9b.png,image,21911,22179,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/4_1b.png,image,21881,22146,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_9b.png,image,21812,22080,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_5b.png,image,21774,22042,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/4_1ab.png,image,21737,22006,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_5b.png,image,21683,21951,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_1b.png,image,21624,21892,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_1b.png,image,21325,21593,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_1d.png,image,20917,21184,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/休牌.mp3,audio,20854,20973,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/Audio/eff/丢牌.mp3,audio,20854,20973,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/0_1d.png,image,20623,20890,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/UI/panelRecordInfo.prefab,prefab,216015,19696,resources,动态 prefab 名 panelRecordInfo，来自 assets/scripts/UI/panelManager.ts；动态 prefab 名 panelRecordInfo，来自 assets/scripts/UI/panelRecordList.ts；动态 prefab 名 panelRecordInfo，来自 assets/scripts/logic/DrhLogicMgr.ts
动态保留,assets/resources/pk2/0_12b.png,image,19322,19591,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_12b.png,image,18720,18991,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/other/自动休1.png,image,18491,18764,resources,动态字面量 other/自动休1，来自 assets/scripts/UI/panelGameView.ts；动态字面量 other/自动休1，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/pk2/3_11b.png,image,18481,18752,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_11b.png,image,18461,18732,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/other/自动休0.png,image,18224,18497,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；动态字面量 other/自动休0，来自 assets/scripts/UI/panelGameView.ts；动态字面量 other/自动休0，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/休或丢1.png,image,17746,18019,resources,动态字面量 other/休或丢1，来自 assets/scripts/UI/panelGameView.ts；动态字面量 other/休或丢1，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/休或丢0.png,image,17389,17662,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；动态字面量 other/休或丢0，来自 assets/scripts/UI/panelGameView.ts；动态字面量 other/休或丢0，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/Audio/按键.wav,audio,16172,16289,resources,通用按钮音效，来自 assets/scripts/common/UIViewBase.ts
动态保留,assets/resources/pk2/3_12b.png,image,15099,15368,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_12b.png,image,15076,15345,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/other/成功.png,image,15052,15319,resources,牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/pk2/0_11b.png,image,14908,15177,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/Audio/eff/发牌.wav,audio,15020,15140,resources,牌局动作名称动态音效，来自 assets/scripts/logic/DrhLogicMgr.ts；牌局动作名称动态音效，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/pk2/2_13b.png,image,14529,14798,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_13b.png,image,14462,14731,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_13b.png,image,14325,14594,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_13b.png,image,14277,14546,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_11b.png,image,14138,14407,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/UI/panelUserInfo.prefab,prefab,154067,13957,resources,动态 prefab 名 panelUserInfo，来自 assets/scripts/UI/panelGameView.ts
动态保留,assets/resources/pk2/0_8b.png,image,12653,12923,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_6b.png,image,12574,12842,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_2b.png,image,12370,12640,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_10b.png,image,12134,12403,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/4_2b.png,image,12038,12307,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_2b.png,image,12002,12273,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_6b.png,image,11969,12240,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_8b.png,image,11935,12200,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_7b.png,image,11910,12175,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_10b.png,image,11857,12128,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_4b.png,image,11791,12061,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_5b.png,image,11775,12045,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_8b.png,image,11699,11967,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/0_4b.png,image,11662,11930,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_8b.png,image,11631,11901,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_3b.png,image,11605,11870,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_4b.png,image,11592,11859,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_6b.png,image,11493,11761,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/2_7b.png,image,11477,11742,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_7b.png,image,11284,11552,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/Prefabs/丢牌对象.prefab；UUID 引用自 assets/resources/Prefabs/回顾对象.prefab；UUID 引用自 assets/resources/Prefabs/回顾对象2.prefab；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_6b.png,image,11245,11513,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/zhiwen.png,image,11213,11482,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/zhiwen_a.png,image,11049,11320,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_7b.png,image,11038,11303,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_9b.png,image,10991,11261,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_5b.png,image,10975,11245,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_9b.png,image,10937,11205,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/1_10b.png,image,10586,10852,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_10b.png,image,10548,10817,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/pk2/3_4b.png,image,10536,10804,resources,牌值动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌值动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/tb/1-2.png,image,10207,10469,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/UI/panelUpdate.prefab,prefab,89720,10067,resources,动态 prefab 名 panelUpdate，来自 assets/scripts/StartGameManager.ts
动态保留,assets/resources/UI/panelRecordList.prefab,prefab,90617,8829,resources,动态 prefab 名 panelRecordList，来自 assets/scripts/UI/panelMain.ts
动态保留,assets/resources/UI/panelVipInfo.prefab,prefab,90188,8463,resources,动态 prefab 名 panelVipInfo，来自 assets/scripts/UI/panelMain.ts；动态 prefab 名 panelVipInfo，来自 assets/scripts/UI/panelUserInfo.ts
动态保留,assets/resources/UI/panelLogin.prefab,prefab,79139,8054,resources,动态 prefab 名 panelLogin，来自 assets/scripts/UI/panelUpdate.ts
动态保留,assets/resources/UI/panelGivePad.prefab,prefab,62194,6893,resources,动态 prefab 名 panelGivePad，来自 assets/scripts/UI/panelMain.ts；动态 prefab 名 panelGivePad，来自 assets/scripts/UI/panelUserInfo.ts
动态保留,assets/resources/Prefabs/回顾对象2.prefab,prefab,70105,6848,resources,动态字面量 Prefabs/回顾对象2，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/Prefabs/回顾对象.prefab,prefab,70129,6802,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；动态字面量 Prefabs/回顾对象，来自 assets/scripts/UI/panelGameView.ts
动态保留,assets/resources/other/drh/搓牌中.png,image,6373,6641,resources,动态字面量 other/drh/搓牌中，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/drh/分.png,image,6221,6483,resources,动态字面量 other/drh/分，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/游戏中.png,image,6062,6330,resources,牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/Prefabs/惩罚公告对象.prefab,prefab,63640,6068,resources,动态 prefab 名 惩罚公告对象，来自 assets/scripts/UI/panelMain.ts
动态保留,assets/resources/other/提交订单.png,image,5335,5608,resources,UUID 引用自 assets/resources/Prefabs/交易查询对象.prefab；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/离线.png,image,5052,5317,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/地九王.png,image,4589,4857,resources,UUID 引用自 assets/Scenes/drh8.fire；UUID 引用自 assets/resources/UI/panelGameView.prefab；UUID 引用自 assets/resources/UI/panelRecordInfo.prefab；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/drh/敲.png,image,4499,4761,resources,牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/drh/跟.png,image,4400,4662,resources,牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/drh/休.png,image,4301,4563,resources,牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/drh/丢.png,image,4234,4496,resources,牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/观众.png,image,4127,4392,resources,动态字面量 other/观众，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/drh/大.png,image,4063,4325,resources,牌桌操作名称动态图片，来自 assets/scripts/logic/DrhPlayerLogic.ts
动态保留,assets/resources/other/状态_游戏中.png,image,3893,4171,resources,房间状态动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/UI/panelTalk.prefab,prefab,48437,4143,resources,动态 prefab 名 panelTalk，来自 assets/scripts/UI/panelGameView.ts
动态保留,assets/resources/other/状态_参与过.png,image,3813,4088,resources,动态字面量 other/状态_参与过，来自 assets/scripts/UI/panelMain.ts；动态字面量 other/状态_参与过，来自 assets/scripts/common/ScrollItem.ts；房间状态动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/状态_等待中.png,image,3782,4060,resources,房间状态动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/other/状态_准备.png,image,3782,4057,resources,UUID 引用自 assets/resources/UI/panelMain.prefab；房间状态动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelGameView.ts；牌局记录状态值动态图片，来自 assets/scripts/UI/panelRecordInfo.ts
动态保留,assets/resources/zuotype/tb/2-2.png,image,3733,3998,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/tb/3-2.png,image,3627,3892,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/tb/2-3.png,image,3613,3878,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/tb/1-3.png,image,3569,3834,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/tb/3-3.png,image,3502,3767,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
动态保留,assets/resources/zuotype/tb/2-4.png,image,3439,3704,resources,牌型/牌背动态加载，来自 assets/scripts/logic/DrhPlayerLogic.ts；牌型/牌背动态加载，来自 assets/scripts/logic/PKCardInfoScript.ts
